number,name,form,hundo_cp,hundo_wb_cp,weather0,weather1,raid_tier,type0,type1,shiny_enable
758,Salazzle,normal,1416,1770,Cloudy,Sunny/Clear,1,Poison,Fire,true
759,Stufful,normal,772,966,Partly Cloudy,Cloudy,1,Normal,Fighting,true
760,Bewear,normal,1781,2226,Partly Cloudy,Cloudy,1,Normal,Fighting,true
761,Bounsweet,normal,268,336,Sunny/Clear,None,1,Grass,None,true
762,Steenee,normal,432,541,Sunny/Clear,None,1,Grass,None,true
763,Tsareena,normal,1693,2117,Sunny/Clear,None,1,Grass,None,true
764,Comfey,normal,1209,1511,Cloudy,None,1,Fairy,None,true
765,Oranguru,normal,1400,1750,Partly Cloudy,Windy,1,Normal,Psychic,true
766,Passimian,normal,1733,2166,Cloudy,None,1,Fighting,None,true
767,Wimpod,normal,286,358,Rainy,None,1,Bug,Water,true
768,Golisopod,normal,1807,2259,Rainy,None,1,Bug,Water,true
769,Sandygast,normal,705,881,Fog,Sunny/Clear,1,Ghost,Ground,true
770,Palossand,normal,1396,1745,Fog,Sunny/Clear,1,Ghost,Ground,true
771,Pyukumuku,normal,784,980,Rainy,None,1,Water,None,true
772,Type,null,1522,1903,Partly Cloudy,None,1,Normal,None,true
773,Silvally,normal,1686,2107,Partly Cloudy,None,1,Normal,None,true
774,Minior,red-meteor,881,1101,Partly Cloudy,Windy,1,Rock,Flying,true
775,Komala,normal,1475,1844,Partly Cloudy,None,1,Normal,None,true
776,Turtonator,normal,1270,1587,Sunny/Clear,Windy,1,Fire,Dragon,true
777,Togedemaru,normal,1234,1543,Rainy,Snow,1,Electric,Steel,true
778,Mimikyu,disguised,1271,1589,Fog,Cloudy,1,Ghost,Fairy,true
779,Bruxish,normal,1365,1707,Rainy,Windy,1,Water,Psychic,true
780,Drampa,normal,1665,2081,Partly Cloudy,Windy,1,Normal,Dragon,true
781,Dhelmise,normal,1685,2107,Fog,Sunny/Clear,1,Ghost,Grass,true
782,Jangmo O,normal,553,692,Windy,None,1,Dragon,None,true
783,Hakamo O,normal,963,1204,Windy,Cloudy,1,Dragon,Fighting,true
784,Kommo O,normal,1890,2363,Windy,Cloudy,5,Dragon,Fighting,true
785,Tapu Koko,normal,1810,2263,Rainy,Cloudy,1,Electric,Fairy,true
786,Tapu Lele,normal,1996,2496,Windy,Cloudy,5,Psychic,Fairy,true
787,Tapu Bulu,normal,1953,2442,Sunny/Clear,Cloudy,5,Grass,Fairy,true
788,Tapu Fini,normal,1632,2041,Rainy,Cloudy,1,Water,Fairy,true
789,Cosmog,normal,247,309,Windy,None,1,Psychic,None,true
790,Cosmoem,normal,467,583,Windy,None,1,Psychic,None,true
791,Solgaleo,normal,2305,2882,Windy,Snow,5,Psychic,Steel,true
792,Lunala,normal,2305,2882,Windy,Fog,5,Psychic,Ghost,true
793,Nihilego,normal,2256,2821,Partly Cloudy,Cloudy,5,Rock,Poison,true
794,Buzzwole,normal,1982,2478,Rainy,Cloudy,5,Bug,Fighting,true
795,Pheromosa,normal,1624,2030,Rainy,Cloudy,1,Bug,Fighting,true
796,Xurkitree,normal,2249,2812,Rainy,None,5,Electric,None,true
797,Celesteela,normal,1772,2216,Snow,Windy,1,Steel,Flying,true
798,Kartana,normal,2101,2626,Sunny/Clear,Snow,5,Grass,Steel,true
799,Guzzlord,normal,1650,2062,Fog,Windy,1,Dark,Dragon,true
800,Necrozma,normal,2104,2630,Windy,None,5,Psychic,None,true
801,Magearna,normal,2066,2582,Snow,Cloudy,5,Steel,Fairy,true
802,Marshadow,normal,2131,2664,Cloudy,Fog,5,Fighting,Ghost,true
803,Poipole,normal,937,1171,Cloudy,None,1,Poison,None,true
804,Naganadel,normal,1813,2266,Cloudy,Windy,1,Poison,Dragon,true
805,Stakataka,normal,1882,2353,Partly Cloudy,Snow,5,Rock,Steel,true
806,Blacephalon,normal,1884,2355,Sunny/Clear,Fog,5,Fire,Ghost,true
807,Zeraora,normal,1953,2442,Rainy,None,5,Electric,None,true
808,Meltan,normal,610,762,Snow,None,1,Steel,None,true
809,Melmetal,normal,2042,2552,Snow,None,5,Steel,None,true
810,Grookey,normal,620,775,Sunny/Clear,None,1,Grass,None,true
811,Thwackey,normal,1072,1340,Sunny/Clear,None,1,Grass,None,true
812,Rillaboom,normal,1899,2374,Sunny/Clear,None,5,Grass,None,true
813,Scorbunny,normal,627,783,Sunny/Clear,None,1,Fire,None,true
814,Raboot,normal,1042,1302,Sunny/Clear,None,1,Fire,None,true
815,Cinderace,normal,1724,2156,Sunny/Clear,None,1,Fire,None,true
816,Sobble,normal,627,783,Rainy,None,1,Water,None,true
817,Drizzile,normal,1082,1353,Rainy,None,1,Water,None,true
818,Inteleon,normal,1693,2117,Rainy,None,1,Water,None,true
819,Skwovet,normal,539,674,Partly Cloudy,None,1,Normal,None,true
820,Greedent,normal,1354,1693,Partly Cloudy,None,1,Normal,None,true
821,Rookidee,normal,380,476,Windy,None,1,Flying,None,true
822,Corvisquire,normal,779,974,Windy,None,1,Flying,None,true
823,Corviknight,normal,1404,1755,Windy,Snow,1,Flying,Steel,true
824,Blipbug,normal,204,256,Rainy,None,1,Bug,None,true
825,Dottler,normal,588,735,Rainy,Windy,1,Bug,Psychic,true
826,Orbeetle,normal,1270,1588,Rainy,Windy,1,Bug,Psychic,true
827,Nickit,normal,408,510,Fog,None,1,Dark,None,true
828,Thievul,normal,1221,1526,Fog,None,1,Dark,None,true
829,Gossifleur,normal,384,480,Sunny/Clear,None,1,Grass,None,true
830,Eldegoss,normal,1140,1425,Sunny/Clear,None,1,Grass,None,true
831,Wooloo,normal,403,504,Partly Cloudy,None,1,Normal,None,true
832,Dubwool,normal,1252,1565,Partly Cloudy,None,1,Normal,None,true
833,Chewtle,normal,567,709,Rainy,None,1,Water,None,true
834,Drednaw,normal,1622,2027,Rainy,Partly Cloudy,1,Water,Rock,true
835,Yamper,normal,450,562,Rainy,None,1,Electric,None,true
836,Boltund,normal,1243,1554,Rainy,None,1,Electric,None,true
837,Rolycoly,normal,349,437,Partly Cloudy,None,1,Rock,None,true
838,Carkol,normal,864,1080,Partly Cloudy,Sunny/Clear,1,Rock,Fire,true
839,Coalossal,normal,1344,1680,Partly Cloudy,Sunny/Clear,1,Rock,Fire,true
840,Applin,normal,408,510,Sunny/Clear,Windy,1,Grass,Dragon,true
841,Flapple,normal,1409,1761,Sunny/Clear,Windy,1,Grass,Dragon,true
842,Appletun,normal,1401,1751,Sunny/Clear,Windy,1,Grass,Dragon,true
843,Silicobra,normal,617,772,Sunny/Clear,None,1,Ground,None,true
844,Sandaconda,normal,1594,1993,Sunny/Clear,None,1,Ground,None,true
845,Cramorant,normal,1224,1530,Windy,Rainy,1,Flying,Water,true
846,Arrokuda,normal,516,645,Rainy,None,1,Water,None,true
847,Barraskewda,normal,1518,1897,Rainy,None,1,Water,None,true
848,Toxel,normal,415,519,Rainy,Cloudy,1,Electric,Poison,true
849,Toxtricity,amped,1486,1858,Rainy,Cloudy,1,Electric,Poison,true
850,Sizzlipede,normal,599,749,Sunny/Clear,Rainy,1,Fire,Bug,true
851,Centiskorch,normal,1708,2136,Sunny/Clear,Rainy,1,Fire,Bug,true
852,Clobbopus,normal,650,812,Cloudy,None,1,Fighting,None,true
853,Grapploct,normal,1522,1903,Cloudy,None,1,Fighting,None,true
854,Sinistea,normal,650,813,Fog,None,1,Ghost,None,true
855,Polteageist,normal,1747,2185,Fog,None,1,Ghost,None,true
856,Hatenna,normal,492,615,Windy,None,1,Psychic,None,true
857,Hattrem,normal,934,1167,Windy,None,1,Psychic,None,true
858,Hatterene,normal,1616,2020,Windy,Cloudy,1,Psychic,Fairy,true
859,Impidimp,normal,461,576,Fog,Cloudy,1,Dark,Fairy,true
860,Morgrem,normal,824,1030,Fog,Cloudy,1,Dark,Fairy,true
861,Grimmsnarl,normal,1628,2036,Fog,Cloudy,1,Dark,Fairy,true
862,Obstagoon,normal,1515,1894,Fog,Partly Cloudy,1,Dark,Normal,true
863,Perrserker,normal,1363,1704,Snow,None,1,Steel,None,true
864,Cursola,normal,1750,2188,Fog,None,1,Ghost,None,true
865,Sirfetchd,normal,1706,2132,Cloudy,None,1,Fighting,None,true
866,Mr,rime,1615,2019,Snow,Windy,1,Ice,Psychic,true
867,Runerigus,normal,1299,1624,Sunny/Clear,Fog,1,Ground,Ghost,true
868,Milcery,normal,474,592,Cloudy,None,1,Fairy,None,true
869,Alcremie,normal,1532,1915,Cloudy,None,1,Fairy,None,true
870,Falinks,normal,1347,1683,Cloudy,None,1,Fighting,None,true
871,Pincurchin,normal,1103,1379,Rainy,None,1,Electric,None,true
872,Snom,normal,302,377,Snow,Rainy,1,Ice,Bug,true
873,Frosmoth,normal,1558,1948,Snow,Rainy,1,Ice,Bug,true
874,Stonjourner,normal,1839,2299,Partly Cloudy,None,5,Rock,None,true
875,Eiscue,ice,1180,1475,Snow,None,1,Ice,None,true
876,Indeedee,male,1396,1745,Windy,Partly Cloudy,1,Psychic,Normal,true
877,Morpeko,full-belly,1110,1387,Rainy,Fog,1,Electric,Dark,true
878,Cufant,normal,787,983,Snow,None,1,Steel,None,true
879,Copperajah,normal,1702,2128,Snow,None,1,Steel,None,true
880,Dracozolt,normal,1498,1872,Rainy,Windy,1,Electric,Dragon,true
881,Arctozolt,normal,1466,1833,Rainy,Snow,1,Electric,Ice,true
882,Dracovish,normal,1428,1786,Rainy,Windy,1,Water,Dragon,true
883,Arctovish,normal,1398,1748,Rainy,Snow,1,Water,Ice,true
884,Duraludon,normal,1753,2191,Snow,Windy,1,Steel,Dragon,true
885,Dreepy,normal,438,548,Windy,Fog,1,Dragon,Ghost,true
886,Drakloak,normal,943,1180,Windy,Fog,1,Dragon,Ghost,true
887,Dragapult,normal,2018,2523,Windy,Fog,5,Dragon,Ghost,true
888,Zacian,normal,2041,2552,Cloudy,None,5,Fairy,None,true
889,Zamazenta,normal,2041,2552,Cloudy,None,5,Fighting,None,true
890,Eternatus,normal,2530,3163,Cloudy,Windy,5,Poison,Dragon,true
891,Kubfu,normal,970,1212,Cloudy,None,1,Fighting,None,true
892,Urshifu,single-strike,2060,2576,Cloudy,Fog,5,Fighting,Dark,true
893,Zarude,normal,2190,2738,Fog,Sunny/Clear,5,Dark,Grass,true
894,Regieleki,normal,1602,2002,Rainy,None,1,Electric,None,true
895,Regidrago,normal,1699,2124,Windy,None,1,Dragon,None,true
896,Glastrier,normal,2226,2782,Snow,None,5,Ice,None,true
897,Spectrier,normal,1940,2425,Fog,None,5,Ghost,None,true
898,Calyrex,normal,1301,1627,Windy,Sunny/Clear,1,Psychic,Grass,true
899,Wyrdeer,normal,1561,1952,Partly Cloudy,Windy,1,Normal,Psychic,true
900,Kleavor,normal,1798,2247,Rainy,Partly Cloudy,1,Bug,Rock,true
901,Ursaluna,normal,2202,2753,Sunny/Clear,Partly Cloudy,5,Ground,Normal,true
902,Basculegion,male,1731,2164,Rainy,Fog,1,Water,Ghost,true
903,Sneasler,normal,1841,2302,Cloudy,None,5,Fighting,Poison,true
904,Overqwil,normal,1683,2104,Fog,Cloudy,1,Dark,Poison,true
905,Enamorus,incarnate,1957,2447,Cloudy,Windy,5,Fairy,Flying,true
906,Sprigatito,normal,579,725,Sunny/Clear,None,1,Grass,None,true
907,Floragato,normal,959,1199,Sunny/Clear,None,1,Grass,None,true
908,Meowscarada,normal,1614,2017,Sunny/Clear,Fog,1,Grass,Dark,true
909,Fuecoco,normal,644,805,Sunny/Clear,None,1,Fire,None,true
910,Crocalor,normal,1106,1383,Sunny/Clear,None,1,Fire,None,true
911,Skeledirge,normal,1729,2162,Sunny/Clear,Fog,1,Fire,Ghost,true
912,Quaxly,normal,614,768,Rainy,None,1,Water,None,true
913,Quaxwell,normal,1014,1268,Rainy,None,1,Water,None,true
914,Quaquaval,normal,1724,2155,Rainy,Cloudy,1,Water,Fighting,true
915,Lechonk,normal,418,523,Partly Cloudy,None,1,Normal,None,true
916,Oinkologne,male,1490,1863,Partly Cloudy,None,1,Normal,None,true
917,Tarountula,normal,326,408,Rainy,None,1,Bug,None,true
918,Spidops,normal,964,1205,Rainy,None,1,Bug,None,true
919,Nymble,normal,338,423,Rainy,None,1,Bug,None,true
920,Lokix,normal,1323,1655,Rainy,Fog,1,Bug,Dark,true
921,Pawmi,normal,363,454,Rainy,None,1,Electric,None,true
922,Pawmo,normal,742,928,Rainy,Cloudy,1,Electric,Fighting,true
923,Pawmot,normal,1505,1882,Rainy,Cloudy,1,Electric,Fighting,true
924,Tandemaus,normal,509,636,Partly Cloudy,None,1,Normal,None,true
925,Maushold,family-of-four,1134,1418,Partly Cloudy,None,1,Normal,None,true
926,Fidough,normal,563,703,Cloudy,None,1,Fairy,None,true
927,Dachsbun,normal,1198,1497,Cloudy,None,1,Fairy,None,true
928,Smoliv,normal,488,610,Sunny/Clear,Partly Cloudy,1,Grass,Normal,true
929,Dolliv,normal,818,1023,Sunny/Clear,Partly Cloudy,1,Grass,Normal,true
930,Arboliva,normal,1691,2113,Sunny/Clear,Partly Cloudy,1,Grass,Normal,true
931,Squawkabilly,green-plumage,1127,1409,Partly Cloudy,Windy,1,Normal,Flying,true
932,Nacli,normal,552,690,Partly Cloudy,None,1,Rock,None,true
933,Naclstack,normal,738,923,Partly Cloudy,None,1,Rock,None,true
934,Garganacl,normal,1549,1936,Partly Cloudy,None,1,Rock,None,true
935,Charcadet,normal,418,523,Sunny/Clear,None,1,Fire,None,true
936,Armarouge,normal,1834,2292,Sunny/Clear,Windy,5,Fire,Psychic,true
937,Ceruledge,normal,1812,2265,Sunny/Clear,Fog,1,Fire,Ghost,true
938,Tadbulb,normal,520,651,Rainy,None,1,Electric,None,true
939,Bellibolt,normal,1521,1902,Rainy,None,1,Electric,None,true
940,Wattrel,normal,472,590,Rainy,Windy,1,Electric,Flying,true
941,Kilowattrel,normal,1396,1745,Rainy,Windy,1,Electric,Flying,true
942,Maschiff,normal,799,999,Fog,None,1,Dark,None,true
943,Mabosstiff,normal,1693,2117,Fog,None,1,Dark,None,true
944,Shroodle,normal,531,664,Cloudy,Partly Cloudy,1,Poison,Normal,true
945,Grafaiai,normal,1293,1617,Cloudy,Partly Cloudy,1,Poison,Normal,true
946,Bramblin,normal,501,626,Sunny/Clear,Fog,1,Grass,Ghost,true
947,Brambleghast,normal,1387,1734,Sunny/Clear,Fog,1,Grass,Ghost,true
948,Toedscool,normal,594,743,Sunny/Clear,None,1,Ground,Grass,true
949,Toedscruel,normal,1384,1730,Sunny/Clear,None,1,Ground,Grass,true
950,Klawf,normal,1373,1716,Partly Cloudy,None,1,Rock,None,true
952,Scovillain,normal,1324,1655,Sunny/Clear,None,1,Grass,Fire,true
953,Rellor,normal,466,582,Rainy,None,1,Bug,None,true
954,Rabsca,normal,1499,1874,Rainy,Windy,1,Bug,Psychic,true
955,Flittle,normal,401,501,Windy,None,1,Psychic,None,true
956,Espathra,normal,1415,1769,Windy,None,1,Psychic,None,true
957,Tinkatink,normal,491,614,Cloudy,Snow,1,Fairy,Steel,true
958,Tinkatuff,normal,746,933,Cloudy,Snow,1,Fairy,Steel,true
959,Tinkaton,normal,1286,1607,Cloudy,Snow,1,Fairy,Steel,true
960,Wiglett,normal,328,410,Rainy,None,1,Water,None,true
961,Wugtrio,normal,1082,1353,Rainy,None,1,Water,None,true
962,Bombirdier,normal,1421,1777,Windy,Fog,1,Flying,Dark,true
963,Finizen,normal,499,624,Rainy,None,1,Water,None,true
964,Palafin,zero,1101,1376,Rainy,None,1,Water,None,true
965,Varoom,normal,650,813,Snow,Cloudy,1,Steel,Poison,true
966,Revavroom,normal,1686,2108,Snow,Cloudy,1,Steel,Poison,true
967,Cyclizar,normal,1345,1681,Windy,Partly Cloudy,1,Dragon,Normal,true
968,Orthworm,normal,1313,1642,Snow,None,1,Steel,None,true
969,Glimmet,normal,959,1200,Partly Cloudy,Cloudy,1,Rock,Poison,true
970,Glimmora,normal,1870,2338,Partly Cloudy,Cloudy,5,Rock,Poison,true
971,Greavard,normal,580,726,Fog,None,1,Ghost,None,true
972,Houndstone,normal,1436,1795,Fog,None,1,Ghost,None,true
973,Flamigo,normal,1575,1969,Windy,Cloudy,1,Flying,Fighting,true
974,Cetoddle,normal,742,928,Snow,None,1,Ice,None,true
975,Cetitan,normal,1778,2223,Snow,None,1,Ice,None,true
976,Veluza,normal,1392,1740,Rainy,Windy,1,Water,Psychic,true
977,Dondozo,normal,1712,2140,Rainy,None,1,Water,None,true
978,Tatsugiri,curly,1569,1962,Windy,Rainy,1,Dragon,Water,true
979,Annihilape,normal,1867,2334,Cloudy,Fog,5,Fighting,Ghost,true
980,Clodsire,normal,1115,1394,Cloudy,Sunny/Clear,1,Poison,Ground,true
981,Farigiraf,normal,1629,2036,Partly Cloudy,Windy,1,Normal,Psychic,true
982,Dudunsparce,two-segment,1565,1957,Partly Cloudy,None,1,Normal,None,true
983,Kingambit,normal,2065,2581,Fog,Snow,5,Dark,Steel,true
984,Great,tusk,1927,2409,Sunny/Clear,Cloudy,5,Ground,Fighting,true
985,Scream,tail,1414,1768,Cloudy,Windy,1,Fairy,Psychic,true
986,Brute,bonnet,2031,2539,Sunny/Clear,Fog,5,Grass,Dark,true
987,Flutter,mane,2112,2640,Fog,Cloudy,5,Ghost,Fairy,true
988,Slither,wing,2073,2591,Rainy,Cloudy,5,Bug,Fighting,true
989,Sandy,shocks,1954,2443,Rainy,Sunny/Clear,5,Electric,Ground,true
990,Iron,treads,1955,2444,Sunny/Clear,Snow,5,Ground,Steel,true
991,Iron,bundle,1924,2406,Snow,Rainy,5,Ice,Water,true
992,Iron,hands,1967,2460,Cloudy,Rainy,5,Fighting,Electric,true
993,Iron,jugulis,1985,2482,Fog,Windy,5,Dark,Flying,true
994,Iron,moth,2197,2746,Sunny/Clear,Cloudy,5,Fire,Poison,true
995,Iron,thorns,2148,2685,Partly Cloudy,Rainy,5,Rock,Electric,true
996,Frigibax,normal,712,891,Windy,Snow,1,Dragon,Ice,true
997,Arctibax,normal,1195,1494,Windy,Snow,1,Dragon,Ice,true
998,Baxcalibur,normal,2026,2533,Windy,Snow,5,Dragon,Ice,true
999,Gimmighoul,normal,679,849,Fog,None,1,Ghost,None,true
1000,Gholdengo,normal,2009,2512,Snow,Fog,5,Steel,Ghost,true
1001,Wo Chien,normal,1678,2098,Fog,Sunny/Clear,1,Dark,Grass,true
1002,Chien Pao,normal,1902,2378,Fog,Snow,5,Dark,Ice,true
1003,Ting Lu,normal,2018,2523,Fog,Sunny/Clear,5,Dark,Ground,true
1004,Chi Yu,normal,1975,2469,Fog,Sunny/Clear,5,Dark,Fire,true
1005,Roaring,moon,2016,2521,Windy,Fog,5,Dragon,Dark,true
1006,Iron,valiant,1993,2491,Cloudy,None,5,Fairy,Fighting,true
1007,Koraidon,normal,2270,2837,Cloudy,Windy,5,Fighting,Dragon,true
1008,Miraidon,normal,2270,2837,Rainy,Windy,5,Electric,Dragon,true
1009,Walking,wake,2125,2657,Rainy,Windy,5,Water,Dragon,true
1010,Iron,leaves,2200,2750,Sunny/Clear,Windy,5,Grass,Psychic,true
1011,Dipplin,normal,1355,1694,Sunny/Clear,Windy,1,Grass,Dragon,true
1012,Poltchageist,normal,650,813,Sunny/Clear,Fog,1,Grass,Ghost,true
1013,Sinistcha,normal,1690,2112,Sunny/Clear,Fog,1,Grass,Ghost,true
1014,Okidogi,normal,2028,2535,Cloudy,None,5,Poison,Fighting,true
1015,Munkidori,normal,1993,2491,Cloudy,Windy,5,Poison,Psychic,true
1016,Fezandipiti,normal,1646,2058,Cloudy,None,1,Poison,Fairy,true
1017,Ogerpon,normal,1900,2375,Sunny/Clear,None,5,Grass,None,true
1018,Archaludon,normal,2137,2671,Snow,Windy,5,Steel,Dragon,true
1019,Hydrapple,normal,1848,2310,Sunny/Clear,Windy,5,Grass,Dragon,true
1020,Gouging,fire,2102,2628,Sunny/Clear,Windy,5,Fire,Dragon,true
1021,Raging,bolt,1926,2408,Rainy,Windy,5,Electric,Dragon,true
1022,Iron,boulder,2124,2655,Partly Cloudy,Windy,5,Rock,Psychic,true
1023,Iron,crown,2103,2629,Snow,Windy,5,Steel,Psychic,true
1024,Terapagos,normal,1005,1257,Partly Cloudy,None,1,Normal,None,true
1025,Pecharunt,normal,1756,2196,Cloudy,Fog,1,Poison,Ghost,true
10001,Deoxys,attack,1474,1842,Windy,None,5,Psychic,None,true
10002,Deoxys,defense,1299,1624,Windy,None,5,Psychic,None,true
10003,Deoxys,speed,1645,2056,Windy,None,5,Psychic,None,true
10004,Wormadam,sandy,1013,1267,Rainy,Sunny/Clear,5,Bug,Ground,true
10005,Wormadam,trash,910,1138,Rainy,Snow,5,Bug,Steel,true
10006,Shaymin,sky,2052,2566,Sunny/Clear,Windy,5,Grass,Flying,true
10007,Giratina,origin,2105,2631,Fog,Windy,5,Ghost,Dragon,true
10008,Rotom,heat,1474,1842,Rainy,Sunny/Clear,5,Electric,Fire,true
10009,Rotom,wash,1474,1842,Rainy,None,5,Electric,Water,true
10010,Rotom,frost,1474,1842,Rainy,Snow,5,Electric,Ice,true
10011,Rotom,fan,1474,1842,Rainy,Windy,5,Electric,Flying,true
10012,Rotom,mow,1474,1842,Rainy,Sunny/Clear,5,Electric,Grass,true
10013,Castform,sunny,932,1165,Sunny/Clear,None,5,Fire,None,true
10014,Castform,rainy,932,1165,Rainy,None,5,Water,None,true
10015,Castform,snowy,932,1165,Snow,None,5,Ice,None,true
10016,Basculin,blue-striped,1194,1493,Rainy,None,5,Water,None,true
10017,Darmanitan,zen,2136,2670,Sunny/Clear,Windy,5,Fire,Psychic,true
10018,Meloetta,pirouette,2237,2796,Partly Cloudy,Cloudy,5,Normal,Fighting,true
10019,Tornadus,therian,1837,2296,Windy,None,5,Flying,None,true
10020,Thundurus,therian,2091,2614,Rainy,Windy,5,Electric,Flying,true
10021,Landorus,therian,2241,2801,Sunny/Clear,Windy,5,Ground,Flying,true
10022,Kyurem,black,2626,3283,Windy,Snow,5,Dragon,Ice,true
10023,Kyurem,white,2626,3283,Windy,Snow,5,Dragon,Ice,true
10024,Keldeo,resolute,2113,2641,Rainy,Cloudy,5,Water,Fighting,true
10025,Meowstic,female,1213,1517,Windy,None,5,Psychic,None,true
10026,Aegislash,blade,1413,1766,Snow,Fog,5,Steel,Ghost,true
10027,Pumpkaboo,small,686,858,Fog,Sunny/Clear,5,Ghost,Grass,true
10028,Pumpkaboo,large,711,888,Fog,Sunny/Clear,5,Ghost,Grass,true
10029,Pumpkaboo,super,714,893,Fog,Sunny/Clear,5,Ghost,Grass,true
10030,Gourgeist,small,1288,1610,Fog,Sunny/Clear,5,Ghost,Grass,true
10031,Gourgeist,large,1440,1801,Fog,Sunny/Clear,5,Ghost,Grass,true
10032,Gourgeist,super,1504,1880,Fog,Sunny/Clear,5,Ghost,Grass,true
10033,Venusaur,mega,2113,2641,Sunny/Clear,Cloudy,5,Grass,Poison,true
10034,Charizard,mega-x,2200,2750,Sunny/Clear,Windy,5,Fire,Dragon,true
10035,Charizard,mega-y,2129,2661,Sunny/Clear,Windy,5,Fire,Flying,true
10036,Blastoise,mega,2252,2815,Rainy,None,5,Water,None,true
10037,Alakazam,mega,2158,2698,Windy,None,5,Psychic,None,true
10038,Gengar,mega,2078,2597,Fog,Cloudy,5,Ghost,Poison,true
10039,Kangaskhan,mega,2200,2750,Partly Cloudy,None,5,Normal,None,true
10040,Pinsir,mega,2002,2503,Rainy,Windy,5,Bug,Flying,true
10041,Gyarados,mega,2262,2827,Rainy,Fog,5,Water,Dark,true
10042,Aerodactyl,mega,1973,2467,Partly Cloudy,Windy,5,Rock,Flying,true
10043,Mewtwo,mega-x,3102,3878,Windy,Cloudy,5,Psychic,Fighting,true
10044,Mewtwo,mega-y,3250,4062,Windy,None,5,Psychic,None,true
10045,Ampharos,mega,2035,2543,Rainy,Windy,5,Electric,Dragon,true
10046,Scizor,mega,1962,2453,Rainy,Snow,5,Bug,Steel,true
10047,Heracross,mega,2304,2881,Rainy,Cloudy,5,Bug,Fighting,true
10048,Houndoom,mega,2195,2744,Fog,Sunny/Clear,5,Dark,Fire,true
10049,Tyranitar,mega,2555,3194,Partly Cloudy,Fog,5,Rock,Dark,true
10050,Blaziken,mega,1991,2489,Sunny/Clear,Cloudy,5,Fire,Fighting,true
10051,Gardevoir,mega,2161,2702,Windy,Cloudy,5,Psychic,Fairy,true
10052,Mawile,mega,1360,1700,Snow,Cloudy,5,Steel,Fairy,true
10053,Aggron,mega,1996,2496,Snow,None,5,Steel,None,true
10054,Medicham,mega,1425,1782,Cloudy,Windy,5,Fighting,Psychic,true
10055,Manectric,mega,2046,2557,Rainy,None,5,Electric,None,true
10056,Banette,mega,2053,2567,Fog,None,5,Ghost,None,true
10057,Absol,mega,1886,2358,Fog,None,5,Dark,None,true
10058,Garchomp,mega,2586,3233,Windy,Sunny/Clear,5,Dragon,Ground,true
10059,Lucario,mega,2186,2733,Cloudy,Snow,5,Fighting,Steel,true
10060,Abomasnow,mega,1946,2432,Sunny/Clear,Snow,5,Grass,Ice,true
10061,Floette,eternal,1953,2441,Cloudy,None,5,Fairy,None,true
10062,Latias,mega,2296,2870,Windy,None,5,Dragon,Psychic,true
10063,Latios,mega,2395,2994,Windy,None,5,Dragon,Psychic,true
10064,Swampert,mega,2109,2636,Rainy,Sunny/Clear,5,Water,Ground,true
10065,Sceptile,mega,1942,2428,Sunny/Clear,Windy,5,Grass,Dragon,true
10066,Sableye,mega,1110,1387,Fog,None,5,Dark,Ghost,true
10067,Altaria,mega,1807,2259,Windy,Cloudy,5,Dragon,Fairy,true
10068,Gallade,mega,2166,2708,Windy,Cloudy,5,Psychic,Fighting,true
10069,Audino,mega,1442,1802,Partly Cloudy,Cloudy,5,Normal,Fairy,true
10070,Sharpedo,mega,1870,2338,Rainy,Fog,5,Water,Dark,true
10071,Slowbro,mega,2145,2682,Rainy,Windy,5,Water,Psychic,true
10072,Steelix,mega,2097,2622,Snow,Sunny/Clear,5,Steel,Ground,true
10073,Pidgeot,mega,2102,2628,Partly Cloudy,Windy,5,Normal,Flying,true
10074,Glalie,mega,1845,2307,Snow,None,5,Ice,None,true
10075,Diancie,mega,2083,2604,Partly Cloudy,Cloudy,5,Rock,Fairy,true
10076,Metagross,mega,2349,2937,Snow,Windy,5,Steel,Psychic,true
10077,Kyogre,primal,2351,2939,Rainy,None,5,Water,None,true
10078,Groudon,primal,2351,2939,Sunny/Clear,None,5,Ground,Fire,true
10079,Rayquaza,mega,2888,3611,Windy,None,5,Dragon,Flying,true
10081,Pikachu,belle,536,670,Rainy,None,5,Electric,None,true
10083,Pikachu,phd,536,670,Rainy,None,5,Electric,None,true
10084,Pikachu,libre,536,670,Rainy,None,5,Electric,None,true
10086,Hoopa,unbound,2282,2853,Windy,Fog,5,Psychic,Dark,true
10087,Camerupt,mega,1840,2300,Sunny/Clear,None,5,Fire,Ground,true
10088,Lopunny,mega,2140,2675,Partly Cloudy,Cloudy,5,Normal,Fighting,true
10089,Salamence,mega,2405,3007,Windy,None,5,Dragon,Flying,true
10090,Beedrill,mega,1933,2416,Rainy,Cloudy,5,Bug,Poison,true
10091,Rattata,alola,419,524,Fog,Partly Cloudy,5,Dark,Normal,true
10092,Raticate,alola,974,1217,Fog,Partly Cloudy,5,Dark,Normal,true
10100,Raichu,alola,1306,1633,Rainy,Windy,5,Electric,Psychic,true
10101,Sandshrew,alola,739,924,Snow,None,5,Ice,Steel,true
10102,Sandslash,alola,1390,1737,Snow,None,5,Ice,Steel,true
10103,Vulpix,alola,504,631,Snow,None,5,Ice,None,true
10104,Ninetales,alola,1319,1649,Snow,Cloudy,5,Ice,Fairy,true
10105,Diglett,alola,389,486,Sunny/Clear,Snow,5,Ground,Steel,true
